94
32	0	0	0	0	0	0	14
33	0.0868902	0.0530303	0.102134	0.138889	-0.5	4.5	4
34	0.123476	0.0530303	0.147866	0.0883838	-0.5	4.5	7
35	0.169207	0.0580808	0.208841	0.133838	-0.5	5.5	12
36	0.230183	0.0530303	0.260671	0.138889	-0.5	4.5	9
37	0.282012	0.0479798	0.327744	0.133838	-0.5	3.5	14
38	0.349085	0.0530303	0.403963	0.133838	-0.5	4.5	17
39	0.425305	0.0530303	0.4375	0.0883838	-0.5	4.5	3
40	0.458841	0.0479798	0.483232	0.143939	-0.5	3.5	7
41	0.504573	0.0479798	0.528963	0.143939	-0.5	3.5	7
42	0.550305	0.0530303	0.583841	0.103535	-0.5	4.5	10
43	0.605183	0.0681818	0.638719	0.128788	-0.5	7.5	10
44	0.660061	0.108586	0.678354	0.143939	-0.5	15.5	5
45	0.699695	0.0732323	0.721037	0.118687	-0.5	8.5	6
46	0.742378	0.108586	0.757622	0.133838	-0.5	15.5	4
47	0.778963	0.0479798	0.821646	0.133838	-0.5	3.5	13
48	0.0198171	0.224747	0.0625	0.295455	-0.5	6.5	13
49	0.0838415	0.214646	0.108232	0.295455	-0.5	4.5	7
50	0.129573	0.214646	0.169207	0.295455	-0.5	4.5	12
51	0.190549	0.214646	0.217988	0.295455	-0.5	4.5	8
52	0.239329	0.214646	0.278963	0.295455	-0.5	4.5	12
53	0.300305	0.214646	0.330793	0.295455	-0.5	4.5	9
54	0.352134	0.214646	0.385671	0.295455	-0.5	4.5	10
55	0.407012	0.219697	0.443598	0.295455	-0.5	5.5	11
56	0.464939	0.214646	0.498476	0.295455	-0.5	4.5	10
57	0.519817	0.214646	0.553354	0.295455	-0.5	4.5	10
58	0.574695	0.234848	0.589939	0.295455	-0.5	8.5	4
59	0.611281	0.234848	0.629573	0.305556	-0.5	8.5	5
60	0.650915	0.234848	0.678354	0.290404	-0.5	8.5	8
61	0.699695	0.239899	0.733232	0.285354	-0.5	9.5	10
62	0.754573	0.234848	0.782012	0.290404	-0.5	8.5	8
63	0.803354	0.214646	0.830793	0.300505	-0.5	4.5	8
64	0.0198171	0.376263	0.0685976	0.457071	-0.5	4.5	15
65	0.089939	0.376263	0.13872	0.457071	-0.5	4.5	15
66	0.160061	0.371212	0.190549	0.457071	-0.5	3.5	9
67	0.21189	0.371212	0.254573	0.457071	-0.5	3.5	13
68	0.275915	0.371212	0.321646	0.457071	-0.5	3.5	14
69	0.342988	0.371212	0.373476	0.457071	-0.5	3.5	9
70	0.394817	0.371212	0.425305	0.457071	-0.5	3.5	9
71	0.446646	0.371212	0.489329	0.457071	-0.5	3.5	13
72	0.510671	0.371212	0.559451	0.457071	-0.5	3.5	15
73	0.580793	0.376263	0.596037	0.457071	-0.5	4.5	4
74	0.617378	0.376263	0.641768	0.467172	-0.5	4.5	7
75	0.66311	0.371212	0.705793	0.462121	-0.5	3.5	13
76	0.727134	0.371212	0.757622	0.457071	-0.5	3.5	9
77	0.778963	0.376263	0.83689	0.457071	-0.5	4.5	18
78	0.858232	0.376263	0.910061	0.462121	-0.5	4.5	16
79	0.931402	0.371212	0.980183	0.457071	-0.5	3.5	15
80	0.0198171	0.532828	0.0533537	0.618687	-0.5	3.5	10
81	0.0746951	0.532828	0.126524	0.623737	-0.5	3.5	16
82	0.147866	0.532828	0.184451	0.618687	-0.5	3.5	11
83	0.205793	0.532828	0.23628	0.618687	-0.5	3.5	9
84	0.257622	0.532828	0.300305	0.618687	-0.5	3.5	13
85	0.321646	0.537879	0.370427	0.618687	-0.5	4.5	15
86	0.391768	0.532828	0.440549	0.618687	-0.5	3.5	15
87	0.46189	0.532828	0.519817	0.618687	-0.5	3.5	18
88	0.541159	0.532828	0.58689	0.623737	-0.5	3.5	14
89	0.608232	0.532828	0.647866	0.618687	-0.5	3.5	12
90	0.669207	0.537879	0.714939	0.618687	-0.5	4.5	14
91	0.736281	0.532828	0.757622	0.628788	-0.5	3.5	6
92	0.778963	0.532828	0.821646	0.618687	-0.5	3.5	13
93	0.842988	0.532828	0.864329	0.628788	-0.5	3.5	6
94	0.885671	0.537879	0.919207	0.583333	-0.5	4.5	10
95	0.940549	0.608586	0.977134	0.633838	-0.5	18.5	11
96	0.0198171	0.674242	0.0411585	0.709596	-0.5	-0.5	6
97	0.0625	0.709596	0.105183	0.780303	-0.5	6.5	13
98	0.126524	0.709596	0.160061	0.780303	-0.5	6.5	10
99	0.181402	0.714646	0.221037	0.780303	-0.5	7.5	12
100	0.242378	0.709596	0.282012	0.780303	-0.5	6.5	12
101	0.303354	0.709596	0.333841	0.780303	-0.5	6.5	9
102	0.355183	0.709596	0.385671	0.780303	-0.5	6.5	9
103	0.407012	0.714646	0.446646	0.780303	-0.5	7.5	12
104	0.467988	0.709596	0.510671	0.780303	-0.5	6.5	13
105	0.532012	0.709596	0.547256	0.780303	-0.5	6.5	4
106	0.568598	0.709596	0.589939	0.785354	-0.5	6.5	6
107	0.611281	0.709596	0.650915	0.780303	-0.5	6.5	12
108	0.672256	0.709596	0.702744	0.780303	-0.5	6.5	9
109	0.724085	0.709596	0.782012	0.780303	-0.5	6.5	18
110	0.803354	0.709596	0.849085	0.785354	-0.5	6.5	14
111	0.870427	0.714646	0.91311	0.780303	-0.5	7.5	13
112	0.0198171	0.871212	0.0503049	0.941919	-0.5	6.5	9
113	0.0716463	0.876263	0.117378	0.94697	-0.5	7.5	14
114	0.13872	0.871212	0.175305	0.941919	-0.5	6.5	11
115	0.196646	0.871212	0.224085	0.941919	-0.5	6.5	8
116	0.245427	0.871212	0.282012	0.941919	-0.5	6.5	11
117	0.303354	0.871212	0.346037	0.941919	-0.5	6.5	13
118	0.367378	0.871212	0.407012	0.941919	-0.5	6.5	12
119	0.428354	0.871212	0.486281	0.941919	-0.5	6.5	18
120	0.507622	0.871212	0.550305	0.941919	-0.5	6.5	13
121	0.571646	0.871212	0.611281	0.941919	-0.5	6.5	12
122	0.632622	0.871212	0.672256	0.941919	-0.5	6.5	12
123	0.693598	0.856061	0.721037	0.95202	-0.5	3.5	8
124	0.742378	0.856061	0.754573	0.962121	-0.5	3.5	3
125	0.775915	0.856061	0.806402	0.95202	-0.5	3.5	9
24
0	-2
0.632
95
